ProjectID,ProjectName,DepartmentID,DepartmentName,SalarySessionID,SessionName,EmployeeID,EmployeeCode,EmployeeFullName,NetPayable,TotalDaysInSession,OnJob,Holiday,TotalLeaveDays,LWP,PayableDays
49,Execura,3,Admin,50198,Apr 2025,152904,EMP1115,Maliha Rahman,124215,31,26,5,1,0,31
49,Execura,3,Admin,50198,Apr 2025,122622,EMP1188,Nadia Khan,59321,31,26,5,3,0,31
49,Execura,3,Admin,50198,Apr 2025,122763,EMP1234,Sohan Ahmed,45340,31,26,5,0,0,31
49,Execura,55,Logistics,50198,Apr 2025,122711,EMP1210,Shanta Chowdhury,23894,31,26,5,1,0,31
49,Execura,78,Finance,50198,Apr 2025,162950,EMP1027,Nadia Khan,16510,31,26,5,1,0,31
49,Execura,68,Logistics,50198,Apr 2025,122358,EMP1129,Shanta Ahmed,49745,31,26,5,0,0,31
49,Execura,68,Logistics,50198,Apr 2025,122784,EMP1243,Abir Hossain,30000,31,26,5,0,0,31
49,Execura,57,Admin,50198,Apr 2025,162953,EMP1029,Tamim Rahman,30000,31,26,5,0,0,31
49,Execura,57,Admin,50198,Apr 2025,163015,EMP1070,Shanta Ahmed,55000,31,26,5,0,0,31
49,Execura,68,Logistics,50198,Apr 2025,122393,EMP1137,Sohan Chowdhury,41494,31,26,5,0,0,31
49,Execura,57,Admin,50198,Apr 2025,111442,EMP1208,Lubna Chowdhury,53235,31,26,5,0,0,31
49,Execura,68,Logistics,50198,Apr 2025,122596,EMP1174,Rafi Hossain,36986,31,26,5,3,0,31
49,Execura,68,Logistics,50198,Apr 2025,162968,EMP1037,Abir Miah,35000,31,26,5,0,0,31
49,Execura,57,Admin,50198,Apr 2025,111441,EMP1207,Sadia Hossain,62260,31,26,5,0,0,31
49,Execura,60,Logistics,50198,Apr 2025,162919,EMP1006,Lubna Jahan,30000,31,26,5,0,0,31
49,Execura,60,Logistics,50198,Apr 2025,162912,EMP1002,Sohan Sarker,98987,31,26,5,0,0,31
49,Execura,60,Logistics,50198,Apr 2025,162934,EMP1017,Maliha Sarker,35000,31,26,5,0,0,31
49,Execura,71,,50198,Apr 2025,111448,EMP1212,Nadia Khan,66445,31,26,5,2,0,31
49,Execura,53,Site Ops,50198,Apr 2025,112227,EMP1147,Abir Sarker,83970,31,26,5,2,0,31
49,Execura,78,Finance,50198,Apr 2025,132788,EMP1154,Nadia Jahan,47994,31,26,5,0,0,31
49,Execura,79,Procurement,50198,Apr 2025,162924,EMP1010,Shanta Chowdhury,83970,31,26,5,0,0,31
49,Execura,72,Finance,50198,Apr 2025,152902,EMP1113,Tariq Chowdhury,40000,31,26,5,0,0,31
49,Execura,58,Finance,50198,Apr 2025,152906,EMP1116,Sohan Miah,39583,31,26,5,0,0,31
50192,Westlake,3,Admin,50198,Apr 2025,122262,EMP1120,Tariq Miah,37633,31,26,5,1,0,31
49,Execura,58,Finance,50198,Apr 2025,152903,EMP1114,Shanta Rahman,35000,31,26,5,0,0,31
49,Execura,72,Finance,50198,Apr 2025,132861,EMP1186,Tariq Chowdhury,48083,31,26,5,1,0,31
49,Execura,58,Finance,50198,Apr 2025,132851,EMP1182,Maliha Miah,29700,31,26,5,0,0,31
30133,Surjomukhi,3,Admin,50198,Apr 2025,122438,EMP1143,Maliha Miah,59700,31,26,5,1,0,31
49,Execura,79,Procurement,50198,Apr 2025,122613,EMP1183,Sohan Khan,28860,31,26,5,1,0,31
49,Execura,7,Finance,50198,Apr 2025,162986,EMP1048,Tariq Sarker,14032,31,24,5,0,0,29
49,Execura,6,Admin,50198,Apr 2025,122579,EMP1165,Maliha Jahan,22277,31,26,5,0,0,31
49,Execura,6,Admin,50198,Apr 2025,122277,EMP1121,Maliha Hossain,20636,31,26,5,6,0,31
49,Execura,7,Finance,50198,Apr 2025,132808,EMP1160,Sohan Ahmed,17824,31,26,5,0,0,31
49,Execura,7,Finance,50198,Apr 2025,162915,EMP1004,Nadia Rahman,17060,31,26,5,2,0,31
49,Execura,6,Admin,50198,Apr 2025,122242,EMP1118,Abir Jahan,21612,31,26,5,0,0,31
49,Execura,6,Admin,50198,Apr 2025,112174,EMP1140,Shanta Ahmed,17901,31,26,5,2,0,31
49,Execura,6,Admin,50198,Apr 2025,122296,EMP1122,Abir Ahmed,13924,31,26,5,0,0,31
49,Execura,6,Admin,50198,Apr 2025,162922,EMP1008,Tamim Sarker,23110,31,26,5,0,0,31
49,Execura,6,Admin,50198,Apr 2025,112142,EMP1133,Shanta Khan,24323,31,26,5,0,0,31
49,Execura,6,Admin,50198,Apr 2025,152887,EMP1109,Nadia Sarker,10670,31,26,5,0,0,31
49,Execura,6,Admin,50198,Apr 2025,111449,EMP1213,Rafi Hossain,26770,31,26,5,0,0,31
49,Execura,6,Admin,50198,Apr 2025,162985,EMP1047,Maliha Sarker,14432,31,24,5,0,0,29
49,Execura,6,Admin,50198,Apr 2025,132824,EMP1169,Abir Ahmed,26404,31,26,5,6,0,31
49,Execura,6,Admin,50198,Apr 2025,122348,EMP1128,Abir Khan,17885,31,26,5,1,0,31
30186,Gemini,72,Finance,50198,Apr 2025,163001,EMP1058,Maliha Rahman,18600,31,26,5,0,0,31
30162,Megh Mallar,3,Admin,50198,Apr 2025,122668,EMP1202,Sadia Rahman,16335,31,24,5,0,0,29
30172,Reveira,3,Admin,50198,Apr 2025,122721,EMP1215,Tamim Miah,18550,31,26,5,0,0,31
30134,GSR,3,Admin,50198,Apr 2025,163000,EMP1057,Tamim Rahman,14000,31,20,5,0,0,25
30134,GSR,3,Admin,50198,Apr 2025,162999,EMP1056,Abir Sarker,16500,31,26,5,0,0,31
30134,GSR,3,Admin,50198,Apr 2025,122662,EMP1200,Abir Jahan,18620,31,26,5,0,0,31
30172,Reveira,3,Admin,50198,Apr 2025,163020,EMP1075,Tamim Hossain,16000,31,26,5,0,0,31
30134,GSR,3,Admin,50198,Apr 2025,132786,EMP1153,Lubna Hossain,51953,31,26,5,1,0,31
30172,Reveira,3,Admin,50198,Apr 2025,122343,EMP1126,Tariq Rahman,23820,31,26,5,11,0,31
30134,GSR,4,Site Ops,50198,Apr 2025,122347,EMP1127,Sohan Rahman,39204,31,26,5,1,0,31
30162,Megh Mallar,78,Finance,50198,Apr 2025,162951,EMP1028,Rafi Chowdhury,18360,31,26,5,0,0,31
30134,GSR,3,Admin,50198,Apr 2025,162930,EMP1014,Sadia Miah,17410,31,26,5,0,0,31
30162,Megh Mallar,5,Finance,50198,Apr 2025,111528,EMP1247,Sohan Sarker,35850,31,26,5,6,0,31
30133,Surjomukhi,5,Finance,50198,Apr 2025,111510,EMP1238,Lubna Chowdhury,26312,31,26,5,0,0,31
30133,Surjomukhi,55,Logistics,50198,Apr 2025,122720,EMP1214,Rafi Sarker,21638,31,26,5,0,0,31
30134,GSR,3,Admin,50198,Apr 2025,162960,EMP1034,Tamim Miah,25900,31,26,5,2,0,31
30134,GSR,3,Admin,50198,Apr 2025,122643,EMP1195,Lubna Hossain,21500,31,26,5,0,0,31
30172,Reveira,3,Admin,50198,Apr 2025,122503,EMP1150,Maliha Miah,43880,31,26,5,1,0,31
30172,Reveira,3,Admin,50198,Apr 2025,122755,EMP1232,Tariq Ahmed,14618,31,22,5,0,0,27
30172,Reveira,3,Admin,50198,Apr 2025,152900,EMP1112,Tamim Chowdhury,14749,31,25,5,0,0,30
30172,Reveira,3,Admin,50198,Apr 2025,162931,EMP1015,Tamim Miah,51783,31,26,5,0,0,31
30134,GSR,3,Admin,50198,Apr 2025,122650,EMP1198,Tamim Jahan,18000,31,26,5,0,0,31
30172,Reveira,3,Admin,50198,Apr 2025,122768,EMP1235,Tariq Chowdhury,17670,31,26,5,0,0,31
30172,Reveira,3,Admin,50198,Apr 2025,132833,EMP1172,Sadia Jahan,17450,31,26,5,0,0,31
30172,Reveira,3,Admin,50198,Apr 2025,162944,EMP1022,Shanta Rahman,16200,31,26,5,0,0,31
30162,Megh Mallar,3,Admin,50198,Apr 2025,122621,EMP1187,Tamim Ahmed,37140,31,26,5,0,0,31
30162,Megh Mallar,3,Admin,50198,Apr 2025,132836,EMP1173,Nadia Chowdhury,18725,31,26,5,2,0,31
30162,Megh Mallar,72,Finance,50198,Apr 2025,111522,EMP1246,Sohan Jahan,38310,31,26,5,4,0,31
30172,Reveira,3,Admin,50198,Apr 2025,111519,EMP1242,Lubna Jahan,31303,31,26,5,0,0,31
30162,Megh Mallar,55,Logistics,50198,Apr 2025,132809,EMP1161,Tariq Miah,18284,31,26,5,0,0,31
30162,Megh Mallar,5,Finance,50198,Apr 2025,132803,EMP1159,Shanta Khan,22460,31,26,5,0,0,31
30162,Megh Mallar,3,Admin,50198,Apr 2025,122639,EMP1192,Nadia Ahmed,19120,31,26,5,0,0,31
30162,Megh Mallar,3,Admin,50198,Apr 2025,122673,EMP1203,Rafi Rahman,17500,31,26,5,0,0,31
30162,Megh Mallar,3,Admin,50198,Apr 2025,132827,EMP1170,Abir Chowdhury,18000,31,26,5,0,0,31
30162,Megh Mallar,3,Admin,50198,Apr 2025,152879,EMP1107,Sohan Ahmed,2800,31,4,1,0,0,5
30162,Megh Mallar,3,Admin,50198,Apr 2025,162957,EMP1033,Lubna Khan,12813,31,19,5,0,0,24
30172,Reveira,3,Admin,50198,Apr 2025,162956,EMP1032,Abir Miah,32411,31,26,5,3,0,31
30172,Reveira,72,Finance,50198,Apr 2025,162982,EMP1044,Sadia Ahmed,26215,31,26,5,1,0,31
30172,Reveira,5,Finance,50198,Apr 2025,122469,EMP1148,Sadia Miah,22647,31,26,5,3,0,31
30133,Surjomukhi,3,Admin,50198,Apr 2025,132822,EMP1167,Sohan Chowdhury,34410,31,26,5,0,0,31
30133,Surjomukhi,5,Finance,50198,Apr 2025,111518,EMP1241,Nadia Khan,39851,31,26,5,0,0,31
49,Execura,72,Finance,50198,Apr 2025,111473,EMP1223,Abir Sarker,23028,31,26,5,0,0,31
49,Execura,78,Finance,50198,Apr 2025,152870,EMP1105,Rafi Sarker,41600,31,26,5,1,0,31
49,Execura,3,Admin,50198,Apr 2025,111487,EMP1228,Abir Jahan,25794,31,26,5,7,0,31
30172,Reveira,3,Admin,50198,Apr 2025,132789,EMP1155,Abir Khan,43694,31,26,5,1,0,31
30172,Reveira,3,Admin,50198,Apr 2025,122373,EMP1130,Sadia Hossain,28010,31,26,5,3,0,31
30172,Reveira,4,Site Ops,50198,Apr 2025,122338,EMP1124,Abir Rahman,18541,31,26,5,2,0,31
30172,Reveira,3,Admin,50198,Apr 2025,162973,EMP1041,Sohan Rahman,17500,31,26,5,0,0,31
30185,Attalika,3,Admin,50198,Apr 2025,122261,EMP1119,Tamim Khan,61708,31,26,5,2,0,31
30185,Attalika,3,Admin,50198,Apr 2025,132846,EMP1179,Shanta Chowdhury,52494,31,26,5,3,0,31
30185,Attalika,3,Admin,50198,Apr 2025,162969,EMP1038,Shanta Ahmed,20000,31,26,5,1,0,31
30185,Attalika,55,Logistics,50198,Apr 2025,142865,EMP1135,Rafi Ahmed,21260,31,26,5,0,0,31
30185,Attalika,3,Admin,50198,Apr 2025,122521,EMP1152,Nadia Hossain,18662,31,26,5,11,0,31
30172,Reveira,3,Admin,50198,Apr 2025,132847,EMP1180,Nadia Hossain,48733,31,26,5,17,0,31
30172,Reveira,3,Admin,50198,Apr 2025,162967,EMP1036,Lubna Miah,21215,31,26,5,1,0,31
30172,Reveira,3,Admin,50198,Apr 2025,132843,EMP1178,Maliha Miah,33300,31,26,5,0,0,31
30172,Reveira,3,Admin,50198,Apr 2025,162989,EMP1051,Maliha Rahman,17900,31,26,5,0,0,31
30172,Reveira,3,Admin,50198,Apr 2025,163008,EMP1063,Tamim Rahman,16200,31,26,5,0,0,31
30172,Reveira,3,Admin,50198,Apr 2025,163009,EMP1064,Rafi Ahmed,16200,31,26,5,0,0,31
30172,Reveira,3,Admin,50198,Apr 2025,163013,EMP1068,Shanta Rahman,15700,31,26,5,0,0,31
30172,Reveira,3,Admin,50198,Apr 2025,122518,EMP1151,Rafi Jahan,41894,31,26,5,0,0,31
30172,Reveira,77,Engineering,50198,Apr 2025,122737,EMP1222,Lubna Khan,24809,31,26,5,2,0,31
30172,Reveira,3,Admin,50198,Apr 2025,162972,EMP1040,Rafi Miah,15651,31,23,5,0,0,28
30133,Surjomukhi,3,Admin,50198,Apr 2025,162962,EMP1035,Shanta Miah,54500,31,26,5,0,0,31
30133,Surjomukhi,3,Admin,50198,Apr 2025,162947,EMP1024,Sadia Sarker,25810,31,26,5,4,0,31
30133,Surjomukhi,4,Site Ops,50198,Apr 2025,122627,EMP1189,Sohan Rahman,24328,31,26,5,0,0,31
30133,Surjomukhi,3,Admin,50198,Apr 2025,162971,EMP1039,Shanta Ahmed,17468,31,25,5,0,0,30
30133,Surjomukhi,3,Admin,50198,Apr 2025,162975,EMP1042,Lubna Khan,15200,31,23,5,0,0,28
30133,Surjomukhi,3,Admin,50198,Apr 2025,162990,EMP1052,Lubna Chowdhury,14700,31,22,5,0,0,27
30133,Surjomukhi,3,Admin,50198,Apr 2025,162995,EMP1054,Rafi Jahan,15200,31,23,5,0,0,28
50192,Westlake,3,Admin,50198,Apr 2025,122735,EMP1221,Tariq Rahman,59970,31,26,5,1,0,31
50192,Westlake,3,Admin,50198,Apr 2025,122710,EMP1209,Lubna Sarker,47430,31,26,5,4,0,31
50192,Westlake,4,Site Ops,50198,Apr 2025,163002,EMP1059,Abir Miah,18900,31,26,5,2,0,31
30133,Surjomukhi,5,Finance,50198,Apr 2025,111520,EMP1244,Nadia Khan,6818,31,11,5,0,0,16
50192,Westlake,3,Admin,50198,Apr 2025,162935,EMP1018,Maliha Hossain,18200,31,26,5,0,0,31
50192,Westlake,5,Finance,50198,Apr 2025,122770,EMP1236,Tariq Ahmed,21011,31,26,5,6,0,31
50192,Westlake,3,Admin,50198,Apr 2025,162927,EMP1012,Nadia Rahman,16200,31,26,5,0,0,31
50192,Westlake,3,Admin,50198,Apr 2025,162940,EMP1021,Sadia Jahan,16500,31,26,5,0,0,31
50192,Westlake,3,Admin,50198,Apr 2025,162978,EMP1043,Tamim Khan,14000,31,23,5,0,0,28
50192,Westlake,3,Admin,50198,Apr 2025,163007,EMP1062,Abir Sarker,16500,31,26,5,0,0,31
30172,Reveira,3,Admin,50198,Apr 2025,122319,EMP1123,Nadia Sarker,71070,31,26,5,3,0,31
30172,Reveira,3,Admin,50198,Apr 2025,122750,EMP1227,Lubna Hossain,38490,31,26,5,3,0,31
30172,Reveira,3,Admin,50198,Apr 2025,122744,EMP1225,Shanta Ahmed,30915,31,26,5,5,0,31
30172,Reveira,77,Engineering,50198,Apr 2025,122741,EMP1224,Sohan Ahmed,27760,31,26,5,0,0,31
30172,Reveira,3,Admin,50198,Apr 2025,162954,EMP1030,Lubna Sarker,33600,31,26,5,0,0,31
30172,Reveira,3,Admin,50198,Apr 2025,152907,EMP1117,Maliha Rahman,25900,31,26,5,0,0,31
30172,Reveira,5,Finance,50198,Apr 2025,122756,EMP1230,Rafi Khan,23904,31,26,5,3,0,31
30172,Reveira,5,Finance,50198,Apr 2025,122757,EMP1231,Abir Sarker,18877,31,26,5,0,0,31
30172,Reveira,55,Logistics,50198,Apr 2025,132823,EMP1168,Rafi Khan,20670,31,26,5,4,0,31
30172,Reveira,3,Admin,50198,Apr 2025,132794,EMP1156,Tamim Ahmed,8318,31,10,5,0,0,15
30172,Reveira,3,Admin,50198,Apr 2025,132801,EMP1158,Tariq Miah,14821,31,21,5,0,0,26
30172,Reveira,3,Admin,50198,Apr 2025,162913,EMP1003,Tamim Ahmed,13394,31,22,5,0,0,27
30133,Surjomukhi,3,Admin,50198,Apr 2025,162923,EMP1009,Rafi Hossain,50066,31,26,5,0,0,31
30133,Surjomukhi,3,Admin,50198,Apr 2025,132839,EMP1176,Sadia Ahmed,34620,31,26,5,3,0,31
30133,Surjomukhi,5,Finance,50198,Apr 2025,122434,EMP1141,Rafi Khan,25373,31,26,5,0,0,31
30133,Surjomukhi,3,Admin,50198,Apr 2025,132831,EMP1171,Maliha Jahan,16900,31,26,5,0,0,31
30133,Surjomukhi,3,Admin,50198,Apr 2025,152867,EMP1103,Lubna Khan,17150,31,26,5,0,0,31
30162,Megh Mallar,3,Admin,50198,Apr 2025,111465,EMP1217,Maliha Ahmed,27421,31,26,5,1,0,31
30133,Surjomukhi,4,Site Ops,50198,Apr 2025,122445,EMP1144,Tamim Khan,36592,31,26,5,1,0,31
50192,Westlake,5,Finance,50198,Apr 2025,122341,EMP1125,Shanta Rahman,19118,31,26,5,0,0,31
30162,Megh Mallar,3,Admin,50198,Apr 2025,122646,EMP1196,Abir Khan,18550,31,26,5,0,0,31
30133,Surjomukhi,3,Admin,50198,Apr 2025,122678,EMP1204,Lubna Khan,18000,31,26,5,0,0,31
30172,Reveira,72,Finance,50198,Apr 2025,111464,EMP1216,Sadia Sarker,34525,31,26,5,0,0,31
30172,Reveira,4,Site Ops,50198,Apr 2025,111466,EMP1218,Rafi Hossain,31637,31,26,5,1,0,31
30172,Reveira,6,Admin,50198,Apr 2025,122452,EMP1145,Shanta Khan,24135,31,26,5,1,0,31
30172,Reveira,5,Finance,50198,Apr 2025,122786,EMP1245,Rafi Jahan,19625,31,26,5,0,0,31
30172,Reveira,3,Admin,50198,Apr 2025,122647,EMP1197,Tariq Chowdhury,14265,31,22,5,0,0,27
30172,Reveira,4,Site Ops,50198,Apr 2025,162920,EMP1007,Tamim Hossain,15500,31,26,5,0,0,31
30172,Reveira,4,Site Ops,50198,Apr 2025,162983,EMP1045,Sohan Khan,14148,31,23,5,0,0,28
30186,Gemini,3,Admin,50198,Apr 2025,162936,EMP1019,Rafi Khan,16500,31,26,5,0,0,31
30186,Gemini,3,Admin,50198,Apr 2025,162938,EMP1020,Maliha Jahan,15500,31,26,5,0,0,31
30186,Gemini,3,Admin,50198,Apr 2025,162984,EMP1046,Shanta Miah,14596,31,24,5,0,0,29
30186,Gemini,3,Admin,50198,Apr 2025,163018,EMP1073,Tamim Chowdhury,14596,31,24,5,0,0,29
30186,Gemini,3,Admin,50198,Apr 2025,163019,EMP1074,Sadia Sarker,15500,31,26,5,0,0,31
30186,Gemini,3,Admin,50198,Apr 2025,122634,EMP1191,Tamim Rahman,56930,31,26,5,0,0,31
30186,Gemini,3,Admin,50198,Apr 2025,122749,EMP1226,Tariq Jahan,23241,31,26,5,4,0,31
30186,Gemini,3,Admin,50198,Apr 2025,122384,EMP1134,Tariq Sarker,29098,31,26,5,0,0,31
30186,Gemini,4,Site Ops,50198,Apr 2025,112133,EMP1131,Lubna Miah,39557,31,26,5,0,0,31
30186,Gemini,55,Logistics,50198,Apr 2025,122486,EMP1149,Tamim Sarker,18400,31,26,5,0,0,31
30186,Gemini,55,Logistics,50198,Apr 2025,132812,EMP1163,Maliha Jahan,19770,31,26,5,4,0,31
50200,Lakeview,3,Admin,50198,Apr 2025,162955,EMP1031,Shanta Miah,42400,31,26,5,0,0,31
50200,Lakeview,3,Admin,50198,Apr 2025,152868,EMP1104,Rafi Chowdhury,39200,31,26,5,0,0,31
50200,Lakeview,72,Finance,50198,Apr 2025,111491,EMP1229,Abir Rahman,24243,31,26,5,0,0,31
50200,Lakeview,3,Admin,50198,Apr 2025,162949,EMP1026,Sohan Ahmed,17900,31,26,5,0,0,31
50200,Lakeview,3,Admin,50198,Apr 2025,162945,EMP1023,Nadia Sarker,15900,31,26,5,0,0,31
50200,Lakeview,3,Admin,50198,Apr 2025,122642,EMP1194,Lubna Hossain,18353,31,26,5,0,0,31
50200,Lakeview,3,Admin,50198,Apr 2025,162911,EMP1001,Nadia Rahman,15300,31,26,5,0,0,31
50200,Lakeview,3,Admin,50198,Apr 2025,163014,EMP1069,Abir Ahmed,15000,31,26,5,0,0,31
40188,Lighthouse,3,Admin,50198,Apr 2025,111509,EMP1237,Nadia Hossain,45144,31,26,5,0,0,31
40188,Lighthouse,3,Admin,50198,Apr 2025,132842,EMP1177,Nadia Miah,19360,31,26,5,5,0,31
40188,Lighthouse,4,Site Ops,50198,Apr 2025,152873,EMP1106,Maliha Hossain,13614,31,26,5,0,0,31
40188,Lighthouse,3,Admin,50198,Apr 2025,122665,EMP1201,Maliha Rahman,18000,31,26,5,0,0,31
40188,Lighthouse,3,Admin,50198,Apr 2025,163005,EMP1060,Rafi Chowdhury,16500,31,26,5,0,0,31
30133,Surjomukhi,4,Site Ops,50198,Apr 2025,111512,EMP1239,Shanta Jahan,35523,31,26,5,3,0,31
30133,Surjomukhi,3,Admin,50198,Apr 2025,162948,EMP1025,Lubna Chowdhury,23956,31,26,5,2,0,31
30172,Reveira,5,Finance,50198,Apr 2025,142862,EMP1132,Maliha Ahmed,17000,31,26,5,0,0,31
30133,Surjomukhi,3,Admin,50198,Apr 2025,122652,EMP1199,Rafi Rahman,18525,31,26,5,4,0,31
30133,Surjomukhi,3,Admin,50198,Apr 2025,122732,EMP1219,Maliha Jahan,18500,31,26,5,0,0,31
30133,Surjomukhi,3,Admin,50198,Apr 2025,162997,EMP1055,Sohan Miah,16200,31,26,5,0,0,31
30133,Surjomukhi,3,Admin,50198,Apr 2025,163010,EMP1065,Maliha Jahan,16200,31,26,5,0,0,31
30172,Reveira,3,Admin,50198,Apr 2025,132848,EMP1181,Shanta Khan,16600,31,26,5,0,0,31
30172,Reveira,3,Admin,50198,Apr 2025,122640,EMP1193,Nadia Ahmed,18550,31,26,5,0,0,31
30172,Reveira,3,Admin,50198,Apr 2025,163021,EMP1076,Abir Jahan,12426,31,19,5,0,0,24
30172,Reveira,3,Admin,50198,Apr 2025,112196,EMP1142,Sadia Miah,29917,31,26,5,0,0,31
30172,Reveira,79,Procurement,50198,Apr 2025,163012,EMP1067,Maliha Jahan,24194,31,25,5,0,0,30
30172,Reveira,77,Engineering,50198,Apr 2025,122685,EMP1205,Nadia Ahmed,22238,31,26,5,3,0,31
30172,Reveira,4,Site Ops,50198,Apr 2025,111516,EMP1240,Lubna Rahman,36192,31,26,5,2,0,31
30172,Reveira,5,Finance,50198,Apr 2025,111530,EMP1248,Rafi Miah,32688,31,26,5,3,0,31
30172,Reveira,55,Logistics,50198,Apr 2025,132810,EMP1162,Sadia Jahan,17706,31,25,5,0,0,30
30172,Reveira,5,Finance,50198,Apr 2025,122386,EMP1136,Lubna Hossain,22399,31,26,5,2,0,31
30172,Reveira,4,Site Ops,50198,Apr 2025,132859,EMP1184,Nadia Chowdhury,29120,31,26,5,0,0,31
30133,Surjomukhi,78,Finance,50198,Apr 2025,162926,EMP1011,Tamim Jahan,55383,31,26,5,2,0,31
49,Execura,3,Admin,50198,Apr 2025,163022,EMP1077,Nadia Hossain,85000,31,26,5,0,0,31
49,Execura,54,Engineering,50199,Jan 2025,152888,EMP1110,Sadia Chowdhury,79000,31,27,4,0,0,31
49,Execura,54,Engineering,50199,Jan 2025,162909,EMP1000,Rafi Jahan,33724,31,27,4,0,0,31
49,Execura,54,Engineering,50199,Jan 2025,162987,EMP1049,Maliha Ahmed,24410,31,27,4,0,0,31
49,Execura,54,Engineering,50199,Jan 2025,132860,EMP1185,Lubna Sarker,100248,31,27,4,0,0,31
49,Execura,54,Engineering,50199,Jan 2025,111440,EMP1206,Shanta Ahmed,2113,31,27,4,27,27,4
49,Execura,54,Engineering,50199,Jan 2025,162988,EMP1050,Tamim Khan,40000,31,27,4,0,0,31
49,Execura,54,Engineering,50199,Jan 2025,111447,EMP1211,Tamim Jahan,40551,31,27,4,0,0,31
49,Execura,54,Engineering,50199,Jan 2025,163011,EMP1066,Tamim Khan,30000,31,27,4,0,0,31
49,Execura,80,,50199,Jan 2025,162918,EMP1005,Rafi Jahan,124215,31,27,4,0,0,31
49,Execura,70,,50199,Jan 2025,132818,EMP1164,Tamim Ahmed,124215,31,27,4,0,0,31
49,Execura,3,Admin,50199,Jan 2025,112172,EMP1139,Nadia Sarker,43444,31,27,4,3,0,31
49,Execura,3,Admin,50199,Jan 2025,163022,EMP1077,Nadia Hossain,85000,31,27,4,0,0,31
49,Execura,78,Finance,50199,Jan 2025,162932,EMP1016,Shanta Chowdhury,46283,31,27,4,1,0,31
49,Execura,3,Admin,50199,Jan 2025,152889,EMP1111,Nadia Jahan,66583,31,27,4,3,0,31
49,Execura,78,Finance,50199,Jan 2025,162929,EMP1013,Tamim Khan,51583,31,27,4,0,0,31
49,Execura,3,Admin,50199,Jan 2025,132838,EMP1175,Sadia Hossain,35000,31,27,4,1,0,31
49,Execura,3,Admin,50199,Jan 2025,111487,EMP1228,Abir Jahan,33594,31,27,4,2,0,31
49,Execura,3,Admin,50199,Jan 2025,122734,EMP1220,Rafi Hossain,25550,31,27,4,1,0,31
49,Execura,3,Admin,50199,Jan 2025,122460,EMP1146,Tariq Khan,35950,31,27,4,3,0,31
49,Execura,55,Logistics,50199,Jan 2025,122762,EMP1233,Rafi Khan,49366,31,27,4,2,0,31
49,Execura,3,Admin,50199,Jan 2025,152904,EMP1115,Maliha Rahman,124215,31,27,4,0,0,31
49,Execura,3,Admin,50199,Jan 2025,122622,EMP1188,Nadia Khan,63821,31,27,4,0,0,31
49,Execura,3,Admin,50199,Jan 2025,122763,EMP1234,Sohan Ahmed,47090,31,27,4,1,0,31
49,Execura,55,Logistics,50199,Jan 2025,122711,EMP1210,Shanta Chowdhury,33644,31,27,4,2,0,31
49,Execura,78,Finance,50199,Jan 2025,162950,EMP1027,Nadia Khan,17836,31,27,4,2,0,31
49,Execura,68,Logistics,50199,Jan 2025,122358,EMP1129,Shanta Ahmed,53745,31,27,4,0,0,31
49,Execura,76,,50199,Jan 2025,122580,EMP1166,Nadia Rahman,98570,31,27,4,0,0,31
49,Execura,68,Logistics,50199,Jan 2025,122784,EMP1243,Abir Hossain,30000,31,27,4,0,0,31
49,Execura,57,Admin,50199,Jan 2025,162953,EMP1029,Tamim Rahman,36000,31,27,4,0,0,31
49,Execura,57,Admin,50199,Jan 2025,163015,EMP1070,Shanta Ahmed,30000,31,27,4,0,0,31
49,Execura,68,Logistics,50199,Jan 2025,122393,EMP1137,Sohan Chowdhury,45994,31,27,4,0,0,31
49,Execura,57,Admin,50199,Jan 2025,111442,EMP1208,Lubna Chowdhury,54935,31,27,4,0,0,31
49,Execura,68,Logistics,50199,Jan 2025,122596,EMP1174,Rafi Hossain,45061,31,27,4,0,0,31
49,Execura,68,Logistics,50199,Jan 2025,162968,EMP1037,Abir Miah,42500,31,27,4,0,0,31
49,Execura,57,Admin,50199,Jan 2025,111441,EMP1207,Sadia Hossain,63760,31,27,4,0,0,31
49,Execura,6,Admin,50199,Jan 2025,122348,EMP1128,Abir Khan,21532,31,27,4,0,0,31
49,Execura,6,Admin,50199,Jan 2025,132824,EMP1169,Abir Ahmed,30104,31,27,4,0,0,31
49,Execura,6,Admin,50199,Jan 2025,162985,EMP1047,Maliha Sarker,14617,31,26,4,0,0,30
49,Execura,6,Admin,50199,Jan 2025,111449,EMP1213,Rafi Hossain,30136,31,27,4,1,0,31
49,Execura,6,Admin,50199,Jan 2025,152887,EMP1109,Nadia Sarker,14470,31,27,4,1,0,31
49,Execura,60,Logistics,50199,Jan 2025,162919,EMP1006,Lubna Jahan,40000,31,27,4,0,0,31
49,Execura,6,Admin,50199,Jan 2025,112142,EMP1133,Shanta Khan,27623,31,27,4,0,0,31
49,Execura,60,Logistics,50199,Jan 2025,162934,EMP1017,Maliha Sarker,37000,31,27,4,0,0,31
49,Execura,6,Admin,50199,Jan 2025,162922,EMP1008,Tamim Sarker,25335,31,27,4,0,0,31
49,Execura,6,Admin,50199,Jan 2025,122296,EMP1122,Abir Ahmed,16963,31,27,4,4,0,31
49,Execura,6,Admin,50199,Jan 2025,112174,EMP1140,Shanta Ahmed,21348,31,27,4,0,0,31
